"Time (s) Run #1","Output Voltage, Ch V (V) Run #1","Voltage, Ch A (V) Run #1","Time (s) Run #2","Output Voltage, Ch V (V) Run #2","Voltage, Ch A (V) Run #2","Time (s) Run #3","Output Voltage, Ch V (V) Run #3","Voltage, Ch A (V) Run #3","Time (s) Run #4","Output Voltage, Ch V (V) Run #4","Voltage, Ch A (V) Run #4","Time (s) Run #5","Output Voltage, Ch V (V) Run #5","Voltage, Ch A (V) Run #5","Time (s) Run #6","Output Voltage, Ch V (V) Run #6","Voltage, Ch A (V) Run #6","Time (s) Run #7","Output Voltage, Ch V (V) Run #7","Voltage, Ch A (V) Run #7","Time (s) Run #8","Output Voltage, Ch V (V) Run #8","Voltage, Ch A (V) Run #8","Time (s) Run #9","Output Voltage, Ch V (V) Run #9","Voltage, Ch A (V) Run #9","Time (s) Run #10","Output Voltage, Ch V (V) Run #10","Voltage, Ch A (V) Run #10","Time (s) Run #11","Output Voltage, Ch V (V) Run #11","Voltage, Ch A (V) Run #11","Time (s) Run #12","Output Voltage, Ch V (V) Run #12","Voltage, Ch A (V) Run #12","Time (s) Run #13","Output Voltage, Ch V (V) Run #13","Voltage, Ch A (V) Run #13","Time (s) Run #14","Output Voltage, Ch V (V) Run #14","Voltage, Ch A (V) Run #14","Time (s) Run #15","Output Voltage, Ch V (V) Run #15","Voltage, Ch A (V) Run #15","Time (s) Run #16","Output Voltage, Ch V (V) Run #16","Voltage, Ch A (V) Run #16","Time (s) Run #17","Output Voltage, Ch V (V) Run #17","Voltage, Ch A (V) Run #17","Time (s) Run #18","Output Voltage, Ch V (V) Run #18","Voltage, Ch A (V) Run #18","Time (s) Run #19","Output Voltage, Ch V (V) Run #19","Voltage, Ch A (V) Run #19","Time (s) Run #20","Output Voltage, Ch V (V) Run #20","Voltage, Ch A (V) Run #20","Time (s) Run #21","Output Voltage, Ch V (V) Run #21","Voltage, Ch A (V) Run #21"
6.400E-5,-1.295,0.028,6.400E-5,-4.602,0.006,6.400E-5,-4.309,0.024,6.400E-5,-2.100,0.030,6.400E-5,-4.639,-0.006,6.400E-5,-1.286,0.041,6.400E-5,-0.343,-0.027,6.400E-5,-1.652,-0.040,6.400E-5,0.028,0.040,6.400E-5,4.981,0.116,6.400E-5,-4.502,-0.083,6.400E-5,-2.847,-0.022,6.400E-5,-1.350,-0.023,6.400E-5,-3.715,-0.081,6.400E-5,1.068,0.047,6.400E-5,-0.590,0.040,6.400E-5,4.566,0.076,6.400E-5,-1.038,-0.054,6.400E-5,2.835,0.083,6.400E-5,4.054,0.045,6.400E-5,-2.796,0.024
6.600E-5,-1.231,0.032,6.600E-5,-4.625,0.005,6.600E-5,-4.281,0.023,6.600E-5,-2.044,0.029,6.600E-5,-4.685,-0.004,6.600E-5,-0.983,0.046,6.600E-5,-0.962,-0.042,6.600E-5,-2.760,-0.059,6.600E-5,1.266,0.061,6.600E-5,4.891,0.106,6.600E-5,-4.903,-0.082,6.600E-5,-1.748,0.005,6.600E-5,-2.498,-0.051,6.600E-5,-4.424,-0.094,6.600E-5,2.241,0.069,6.600E-5,0.033,0.051,6.600E-5,4.286,0.063,6.600E-5,2.014,0.016,6.600E-5,3.088,0.083,6.600E-5,4.128,0.043,6.600E-5,-2.742,0.024
6.800E-5,-1.175,0.033,6.800E-5,-4.646,0.006,6.800E-5,-4.245,0.022,6.800E-5,-1.991,0.027,6.800E-5,-4.724,-0.006,6.800E-5,-0.675,0.047,6.800E-5,-1.568,-0.050,6.800E-5,-3.703,-0.077,6.800E-5,2.430,0.077,6.800E-5,4.519,0.100,6.800E-5,-4.976,-0.083,6.800E-5,-0.526,0.023,6.800E-5,-3.496,-0.078,6.800E-5,-4.862,-0.105,6.800E-5,3.287,0.093,6.800E-5,0.652,0.062,6.800E-5,3.923,0.046,6.800E-5,4.310,0.079,6.800E-5,3.323,0.085,6.800E-5,4.198,0.039,6.800E-5,-2.689,0.024
7.000E-5,-1.110,0.032,7.000E-5,-4.673,0.005,7.000E-5,-4.206,0.025,7.000E-5,-1.929,0.025,7.000E-5,-4.766,-0.009,7.000E-5,-0.368,0.049,7.000E-5,-2.150,-0.062,7.000E-5,-4.419,-0.087,7.000E-5,3.439,0.094,7.000E-5,3.852,0.079,7.000E-5,-4.740,-0.078,7.000E-5,0.722,0.047,7.000E-5,-4.280,-0.094,7.000E-5,-4.982,-0.105,7.000E-5,4.120,0.113,7.000E-5,1.267,0.076,7.000E-5,3.511,0.037,7.000E-5,4.942,0.113,7.000E-5,3.553,0.087,7.000E-5,4.267,0.041,7.000E-5,-2.637,0.024
7.200E-5,-1.049,0.032,7.200E-5,-4.689,0.003,7.200E-5,-4.170,0.024,7.200E-5,-1.869,0.028,7.200E-5,-4.804,-0.010,7.200E-5,-0.053,0.057,7.200E-5,-2.699,-0.065,7.200E-5,-4.840,-0.089,7.200E-5,4.241,0.106,7.200E-5,2.947,0.054,7.200E-5,-4.210,-0.065,7.200E-5,1.927,0.068,7.200E-5,-4.783,-0.100,7.200E-5,-4.776,-0.094,7.200E-5,4.696,0.127,7.200E-5,1.869,0.085,7.200E-5,3.048,0.029,7.200E-5,3.747,0.102,7.200E-5,3.763,0.088,7.200E-5,4.333,0.041,7.200E-5,-2.582,0.022
7.400E-5,-0.988,0.033,7.400E-5,-4.702,0.005,7.400E-5,-4.132,0.023,7.400E-5,-1.814,0.034,7.400E-5,-4.831,-0.010,7.400E-5,0.255,0.063,7.400E-5,-3.201,-0.069,7.400E-5,-4.962,-0.088,7.400E-5,4.767,0.112,7.400E-5,1.855,0.035,7.400E-5,-3.416,-0.043,7.400E-5,3.016,0.088,7.400E-5,-4.994,-0.097,7.400E-5,-4.284,-0.080,7.400E-5,4.972,0.135,7.400E-5,2.429,0.094,7.400E-5,2.522,0.018,7.400E-5,1.120,0.056,7.400E-5,3.959,0.089,7.400E-5,4.397,0.038,7.400E-5,-2.531,0.019
7.600E-5,-0.925,0.033,7.600E-5,-4.724,0.007,7.600E-5,-4.105,0.022,7.600E-5,-1.758,0.030,7.600E-5,-4.862,-0.010,7.600E-5,0.561,0.063,7.600E-5,-3.666,-0.072,7.600E-5,-4.761,-0.083,7.600E-5,4.990,0.108,7.600E-5,0.627,0.007,7.600E-5,-2.409,-0.018,7.600E-5,3.906,0.101,7.600E-5,-4.870,-0.092,7.600E-5,-3.526,-0.055,7.600E-5,4.925,0.132,7.600E-5,2.949,0.096,7.600E-5,1.971,0.012,7.600E-5,-1.944,-0.012,7.600E-5,4.145,0.088,7.600E-5,4.449,0.037,7.600E-5,-2.477,0.021
7.800E-5,-0.860,0.035,7.800E-5,-4.741,0.007,7.800E-5,-4.068,0.023,7.800E-5,-1.703,0.027,7.800E-5,-4.882,-0.006,7.800E-5,0.873,0.063,7.800E-5,-4.059,-0.075,7.800E-5,-4.260,-0.070,7.800E-5,4.905,0.107,7.800E-5,-0.620,-0.017,7.800E-5,-1.250,0.006,7.800E-5,4.562,0.112,7.800E-5,-4.451,-0.081,7.800E-5,-2.543,-0.033,7.800E-5,4.590,0.115,7.800E-5,3.429,0.101,7.800E-5,1.380,0.001,7.800E-5,-4.260,-0.077,7.800E-5,4.308,0.088,7.800E-5,4.513,0.039,7.800E-5,-2.410,0.022
8.000E-5,-0.799,0.035,8.000E-5,-4.761,0.005,8.000E-5,-4.026,0.023,8.000E-5,-1.641,0.027,8.000E-5,-4.907,-0.009,8.000E-5,1.184,0.065,8.000E-5,-4.387,-0.077,8.000E-5,-3.504,-0.053,8.000E-5,4.526,0.094,8.000E-5,-1.818,-0.034,8.000E-5,-0.001,0.032,8.000E-5,4.917,0.116,8.000E-5,-3.748,-0.061,8.000E-5,-1.393,-0.003,8.000E-5,3.961,0.094,8.000E-5,3.857,0.107,8.000E-5,0.757,-0.015,8.000E-5,-4.927,-0.111,8.000E-5,4.455,0.084,8.000E-5,4.568,0.038,8.000E-5,-2.361,0.024
8.200E-5,-0.736,0.034,8.200E-5,-4.774,0.008,8.200E-5,-3.989,0.024,8.200E-5,-1.582,0.032,8.200E-5,-4.926,-0.009,8.200E-5,1.481,0.066,8.200E-5,-4.654,-0.076,8.200E-5,-2.515,-0.032,8.200E-5,3.856,0.071,8.200E-5,-2.912,-0.054,8.200E-5,1.236,0.057,8.200E-5,4.958,0.111,8.200E-5,-2.816,-0.039,8.200E-5,-0.163,0.022,8.200E-5,3.102,0.078,8.200E-5,4.217,0.111,8.200E-5,0.139,-0.034,8.200E-5,-3.710,-0.104,8.200E-5,4.584,0.080,8.200E-5,4.618,0.034,8.200E-5,-2.305,0.019
8.400E-5,-0.673,0.032,8.400E-5,-4.790,0.007,8.400E-5,-3.950,0.022,8.400E-5,-1.524,0.029,8.400E-5,-4.938,-0.007,8.400E-5,1.777,0.066,8.400E-5,-4.850,-0.078,8.400E-5,-1.371,-0.005,8.400E-5,2.960,0.054,8.400E-5,-3.830,-0.070,8.400E-5,2.402,0.084,8.400E-5,4.706,0.100,8.400E-5,-1.714,-0.017,8.400E-5,1.079,0.047,8.400E-5,2.031,0.054,8.400E-5,4.516,0.113,8.400E-5,-0.485,-0.044,8.400E-5,-1.076,-0.051,8.400E-5,4.698,0.080,8.400E-5,4.663,0.033,8.400E-5,-2.243,0.015
8.600E-5,-0.613,0.027,8.600E-5,-4.806,0.003,8.600E-5,-3.913,0.019,8.600E-5,-1.469,0.027,8.600E-5,-4.956,-0.006,8.600E-5,2.063,0.071,8.600E-5,-4.965,-0.077,8.600E-5,-0.137,0.021,8.600E-5,1.865,0.030,8.600E-5,-4.509,-0.081,8.600E-5,3.414,0.094,8.600E-5,4.164,0.087,8.600E-5,-0.496,0.007,8.600E-5,2.256,0.073,8.600E-5,0.832,0.023,8.600E-5,4.747,0.113,8.600E-5,-1.104,-0.057,8.600E-5,2.004,0.013,8.600E-5,4.791,0.078,8.600E-5,4.708,0.032,8.600E-5,-2.191,0.013
8.800E-5,-0.551,0.023,8.800E-5,-4.824,0.003,8.800E-5,-3.871,0.018,8.800E-5,-1.410,0.027,8.800E-5,-4.960,-0.007,8.800E-5,2.344,0.071,8.800E-5,-4.993,-0.070,8.800E-5,1.112,0.049,8.800E-5,0.636,0.001,8.800E-5,-4.912,-0.089,8.800E-5,4.216,0.104,8.800E-5,3.358,0.067,8.800E-5,0.754,0.038,8.800E-5,3.298,0.104,8.800E-5,-0.432,-0.007,8.800E-5,4.897,0.113,8.800E-5,-1.701,-0.066,8.800E-5,4.305,0.077,8.800E-5,4.872,0.078,8.800E-5,4.743,0.028,8.800E-5,-2.133,0.011
9.000E-5,-0.484,0.024,9.000E-5,-4.837,0.003,9.000E-5,-3.826,0.018,9.000E-5,-1.353,0.025,9.000E-5,-4.972,-0.006,9.000E-5,2.611,0.072,9.000E-5,-4.938,-0.064,9.000E-5,2.287,0.076,9.000E-5,-0.607,-0.025,9.000E-5,-4.982,-0.086,9.000E-5,4.751,0.110,9.000E-5,2.340,0.045,9.000E-5,1.957,0.068,9.000E-5,4.123,0.118,9.000E-5,-1.640,-0.034,9.000E-5,4.966,0.110,9.000E-5,-2.280,-0.076,9.000E-5,4.930,0.113,9.000E-5,4.924,0.076,9.000E-5,4.787,0.026,9.000E-5,-2.080,0.012
9.200E-5,-0.421,0.025,9.200E-5,-4.855,0.003,9.200E-5,-3.789,0.021,9.200E-5,-1.289,0.029,9.200E-5,-4.973,-0.005,9.200E-5,2.868,0.069,9.200E-5,-4.812,-0.056,9.200E-5,3.312,0.091,9.200E-5,-1.804,-0.049,9.200E-5,-4.738,-0.075,9.200E-5,4.977,0.111,9.200E-5,1.164,0.018,9.200E-5,3.043,0.096,9.200E-5,4.700,0.130,9.200E-5,-2.748,-0.056,9.200E-5,4.956,0.102,9.200E-5,-2.822,-0.082,9.200E-5,3.725,0.107,9.200E-5,4.957,0.073,9.200E-5,4.823,0.022,9.200E-5,-2.019,0.015
9.400E-5,-0.354,0.027,9.400E-5,-4.868,0.003,9.400E-5,-3.739,0.018,9.400E-5,-1.232,0.033,9.400E-5,-4.978,-0.006,9.400E-5,3.124,0.077,9.400E-5,-4.616,-0.049,9.400E-5,4.140,0.106,9.400E-5,-2.899,-0.069,9.400E-5,-4.212,-0.059,9.400E-5,4.891,0.105,9.400E-5,-0.081,-0.007,9.400E-5,3.934,0.116,9.400E-5,4.966,0.139,9.400E-5,-3.703,-0.076,9.400E-5,4.875,0.096,9.400E-5,-3.319,-0.084,9.400E-5,1.116,0.062,9.400E-5,4.973,0.068,9.400E-5,4.855,0.023,9.400E-5,-1.967,0.016
9.600E-5,-0.290,0.025,9.600E-5,-4.878,0.006,9.600E-5,-3.695,0.022,9.600E-5,-1.173,0.030,9.600E-5,-4.975,-0.005,9.600E-5,3.360,0.079,9.600E-5,-4.348,-0.038,9.600E-5,4.701,0.117,9.600E-5,-3.816,-0.078,9.600E-5,-3.418,-0.042,9.600E-5,4.510,0.094,9.600E-5,-1.299,-0.025,9.600E-5,4.577,0.127,9.600E-5,4.917,0.133,9.600E-5,-4.426,-0.095,9.600E-5,4.720,0.089,9.600E-5,-3.758,-0.093,9.600E-5,-1.967,-0.007,9.600E-5,4.966,0.067,9.600E-5,4.884,0.021,9.600E-5,-1.905,0.022
9.800E-5,-0.230,0.024,9.800E-5,-4.893,0.003,9.800E-5,-3.656,0.022,9.800E-5,-1.111,0.030,9.800E-5,-4.972,-0.003,9.800E-5,3.586,0.078,9.800E-5,-4.005,-0.029,9.800E-5,4.963,0.117,9.800E-5,-4.492,-0.087,9.800E-5,-2.410,-0.018,9.800E-5,3.855,0.078,9.800E-5,-2.455,-0.051,9.800E-5,4.935,0.135,9.800E-5,4.576,0.123,9.800E-5,-4.870,-0.104,9.800E-5,4.491,0.083,9.800E-5,-4.138,-0.101,9.800E-5,-4.258,-0.071,9.800E-5,4.945,0.060,9.800E-5,4.906,0.017,9.800E-5,-1.850,0.018
1.000E-4,-0.167,0.024,1.000E-4,-4.907,0.002,1.000E-4,-3.615,0.021,1.000E-4,-1.046,0.034,1.000E-4,-4.966,-0.003,1.000E-4,3.795,0.073,1.000E-4,-3.599,-0.021,1.000E-4,4.903,0.108,1.000E-4,-4.890,-0.092,1.000E-4,-1.250,0.005,1.000E-4,2.956,0.057,1.000E-4,-3.456,-0.070,1.000E-4,4.966,0.129,1.000E-4,3.941,0.105,1.000E-4,-4.992,-0.104,1.000E-4,4.194,0.073,1.000E-4,-4.459,-0.109,1.000E-4,-4.940,-0.108,1.000E-4,4.909,0.054,1.000E-4,4.930,0.019,1.000E-4,-1.793,0.013
1.020E-4,-0.099,0.022,1.020E-4,-4.917,-0.001,1.020E-4,-3.562,0.022,1.020E-4,-0.993,0.033,1.020E-4,-4.955,-0.004,1.020E-4,3.990,0.073,1.020E-4,-3.139,-0.011,1.020E-4,4.560,0.096,1.020E-4,-4.968,-0.089,1.020E-4,-0.009,0.030,1.020E-4,1.859,0.030,1.020E-4,-4.240,-0.081,1.020E-4,4.696,0.116,1.020E-4,3.076,0.078,1.020E-4,-4.794,-0.094,1.020E-4,3.825,0.067,1.020E-4,-4.699,-0.108,1.020E-4,-3.711,-0.101,1.020E-4,4.848,0.052,1.020E-4,4.952,0.021,1.020E-4,-1.729,0.017
1.040E-4,-0.036,0.021,1.040E-4,-4.925,0.003,1.040E-4,-3.521,0.022,1.040E-4,-0.928,0.033,1.040E-4,-4.938,0.001,1.040E-4,4.167,0.076,1.040E-4,-2.634,-0.003,1.040E-4,3.917,0.084,1.040E-4,-4.727,-0.081,1.040E-4,1.238,0.049,1.040E-4,0.642,0.001,1.040E-4,-4.754,-0.087,1.040E-4,4.138,0.104,1.040E-4,2.004,0.056,1.040E-4,-4.308,-0.082,1.040E-4,3.403,0.057,1.040E-4,-4.874,-0.106,1.040E-4,-1.074,-0.051,1.040E-4,4.772,0.050,1.040E-4,4.969,0.019,1.040E-4,-1.674,0.018
1.060E-4,0.029,0.021,1.060E-4,-4.939,0.003,1.060E-4,-3.477,0.019,1.060E-4,-0.879,0.033,1.060E-4,-4.920,-1.699E-4,1.060E-4,4.333,0.076,1.060E-4,-2.079,0.008,1.060E-4,3.045,0.062,1.060E-4,-4.195,-0.066,1.060E-4,2.401,0.073,1.060E-4,-0.601,-0.023,1.060E-4,-4.970,-0.091,1.060E-4,3.327,0.084,1.060E-4,0.793,0.023,1.060E-4,-3.552,-0.062,1.060E-4,2.920,0.045,1.060E-4,-4.981,-0.104,1.060E-4,1.992,0.015,1.060E-4,4.675,0.045,1.060E-4,4.980,0.017,1.060E-4,-1.618,0.012
1.080E-4,0.086,0.023,1.080E-4,-4.944,0.003,1.080E-4,-3.429,0.017,1.080E-4,-0.813,0.030,1.080E-4,-4.899,0.001,1.080E-4,4.476,0.074,1.080E-4,-1.493,0.018,1.080E-4,1.979,0.041,1.080E-4,-3.402,-0.043,1.080E-4,3.415,0.093,1.080E-4,-1.797,-0.050,1.080E-4,-4.850,-0.081,1.080E-4,2.312,0.057,1.080E-4,-0.456,-0.006,1.080E-4,-2.578,-0.037,1.080E-4,2.389,0.028,1.080E-4,-4.986,-0.099,1.080E-4,4.293,0.077,1.080E-4,4.558,0.041,1.080E-4,4.985,0.019,1.080E-4,-1.554,0.015
1.100E-4,0.155,0.024,1.100E-4,-4.953,0.008,1.100E-4,-3.378,0.022,1.100E-4,-0.752,0.032,1.100E-4,-4.877,0.003,1.100E-4,4.609,0.074,1.100E-4,-0.885,0.029,1.100E-4,0.763,0.017,1.100E-4,-2.396,-0.021,1.100E-4,4.216,0.105,1.100E-4,-2.888,-0.066,1.100E-4,-4.444,-0.069,1.100E-4,1.131,0.030,1.100E-4,-1.653,-0.034,1.100E-4,-1.435,-0.007,1.100E-4,1.830,0.016,1.100E-4,-4.910,-0.083,1.100E-4,4.931,0.113,1.100E-4,4.426,0.035,1.100E-4,4.992,0.018,1.100E-4,-1.492,0.019
1.120E-4,0.217,0.024,1.120E-4,-4.957,0.010,1.120E-4,-3.336,0.025,1.120E-4,-0.692,0.033,1.120E-4,-4.850,0.006,1.120E-4,4.723,0.077,1.120E-4,-0.264,0.044,1.120E-4,-0.484,-0.015,1.120E-4,-1.231,0.003,1.120E-4,4.753,0.112,1.120E-4,-3.809,-0.083,1.120E-4,-3.756,-0.059,1.120E-4,-0.121,-1.699E-4,1.120E-4,-2.761,-0.060,1.120E-4,-0.202,0.018,1.120E-4,1.235,0.005,1.120E-4,-4.767,-0.077,1.120E-4,3.725,0.107,1.120E-4,4.280,0.032,1.120E-4,4.994,0.015,1.120E-4,-1.439,0.022
1.140E-4,0.279,0.025,1.140E-4,-4.956,0.013,1.140E-4,-3.294,0.025,1.140E-4,-0.625,0.033,1.140E-4,-4.827,0.006,1.140E-4,4.803,0.074,1.140E-4,0.362,0.057,1.140E-4,-1.682,-0.040,1.140E-4,0.008,0.032,1.140E-4,4.978,0.116,1.140E-4,-4.483,-0.092,1.140E-4,-2.826,-0.037,1.140E-4,-1.342,-0.033,1.140E-4,-3.706,-0.081,1.140E-4,1.041,0.045,1.140E-4,0.624,-0.009,1.140E-4,-4.555,-0.071,1.140E-4,1.094,0.058,1.140E-4,4.109,0.023,1.140E-4,4.996,0.018,1.140E-4,-1.378,0.022
1.160E-4,0.344,0.028,1.160E-4,-4.971,0.012,1.160E-4,-3.240,0.025,1.160E-4,-0.567,0.036,1.160E-4,-4.790,0.010,1.160E-4,4.874,0.065,1.160E-4,0.981,0.061,1.160E-4,-2.793,-0.061,1.160E-4,1.250,0.061,1.160E-4,4.895,0.108,1.160E-4,-4.877,-0.094,1.160E-4,-1.730,-0.010,1.160E-4,-2.478,-0.053,1.160E-4,-4.414,-0.095,1.160E-4,2.226,0.071,1.160E-4,0.005,-0.021,1.160E-4,-4.265,-0.062,1.160E-4,-1.957,-0.009,1.160E-4,3.929,0.017,1.160E-4,5.000,0.021,1.160E-4,-1.320,0.023
1.180E-4,0.403,0.024,1.180E-4,-4.978,0.006,1.180E-4,-3.197,0.030,1.180E-4,-0.506,0.036,1.180E-4,-4.756,0.010,1.180E-4,4.928,0.061,1.180E-4,1.594,0.066,1.180E-4,-3.738,-0.080,1.180E-4,2.413,0.082,1.180E-4,4.524,0.094,1.180E-4,-4.951,-0.089,1.180E-4,-0.510,0.012,1.180E-4,-3.473,-0.077,1.180E-4,-4.845,-0.104,1.180E-4,3.273,0.095,1.180E-4,-0.623,-0.033,1.180E-4,-3.911,-0.051,1.180E-4,-4.254,-0.071,1.180E-4,3.729,0.013,1.180E-4,4.984,0.017,1.180E-4,-1.256,0.024
1.200E-4,0.467,0.021,1.200E-4,-4.989,0.002,1.200E-4,-3.152,0.029,1.200E-4,-0.447,0.034,1.200E-4,-4.713,0.012,1.200E-4,4.968,0.068,1.200E-4,2.182,0.079,1.200E-4,-4.456,-0.093,1.200E-4,3.417,0.102,1.200E-4,3.858,0.074,1.200E-4,-4.712,-0.082,1.200E-4,0.743,0.039,1.200E-4,-4.256,-0.094,1.200E-4,-4.967,-0.106,1.200E-4,4.110,0.113,1.200E-4,-1.238,-0.044,1.200E-4,-3.489,-0.045,1.200E-4,-4.934,-0.105,1.200E-4,3.514,0.006,1.200E-4,4.974,0.012,1.200E-4,-1.205,0.021
1.220E-4,0.527,0.024,1.220E-4,-4.988,0.006,1.220E-4,-3.097,0.025,1.220E-4,-0.384,0.034,1.220E-4,-4.675,0.010,1.220E-4,4.978,0.065,1.220E-4,2.724,0.089,1.220E-4,-4.881,-0.095,1.220E-4,4.212,0.110,1.220E-4,2.962,0.052,1.220E-4,-4.186,-0.066,1.220E-4,1.953,0.063,1.220E-4,-4.761,-0.106,1.220E-4,-4.761,-0.100,1.220E-4,4.682,0.124,1.220E-4,-1.835,-0.056,1.220E-4,-3.020,-0.036,1.220E-4,-3.718,-0.105,1.220E-4,3.291,-0.001,1.220E-4,4.962,0.015,1.220E-4,-1.140,0.017
1.240E-4,0.588,0.023,1.240E-4,-4.994,0.010,1.240E-4,-3.057,0.025,1.240E-4,-0.321,0.035,1.240E-4,-4.628,0.014,1.240E-4,4.970,0.060,1.240E-4,3.225,0.094,1.240E-4,-4.989,-0.092,1.240E-4,4.748,0.117,1.240E-4,1.867,0.029,1.240E-4,-3.388,-0.049,1.240E-4,3.036,0.084,1.240E-4,-4.964,-0.105,1.240E-4,-4.265,-0.086,1.240E-4,4.973,0.133,1.240E-4,-2.400,-0.067,1.240E-4,-2.497,-0.021,1.240E-4,-1.068,-0.060,1.240E-4,3.047,-0.004,1.240E-4,4.946,0.016,1.240E-4,-1.079,0.019
1.260E-4,0.652,0.025,1.260E-4,-4.994,0.008,1.260E-4,-3.010,0.021,1.260E-4,-0.257,0.036,1.260E-4,-4.585,0.014,1.260E-4,4.944,0.057,1.260E-4,3.685,0.094,1.260E-4,-4.783,-0.081,1.260E-4,4.974,0.119,1.260E-4,0.652,0.007,1.260E-4,-2.384,-0.026,1.260E-4,3.924,0.094,1.260E-4,-4.842,-0.097,1.260E-4,-3.505,-0.066,1.260E-4,4.925,0.129,1.260E-4,-2.920,-0.073,1.260E-4,-1.939,-0.004,1.260E-4,1.999,0.007,1.260E-4,2.796,-0.006,1.260E-4,4.924,0.011,1.260E-4,-1.023,0.023
1.280E-4,0.713,0.029,1.280E-4,-4.987,0.013,1.280E-4,-2.964,0.022,1.280E-4,-0.198,0.035,1.280E-4,-4.542,0.012,1.280E-4,4.906,0.055,1.280E-4,4.077,0.101,1.280E-4,-4.285,-0.072,1.280E-4,4.879,0.112,1.280E-4,-0.593,-0.016,1.280E-4,-1.227,0.001,1.280E-4,4.574,0.104,1.280E-4,-4.415,-0.082,1.280E-4,-2.515,-0.037,1.280E-4,4.597,0.118,1.280E-4,-3.400,-0.081,1.280E-4,-1.342,0.013,1.280E-4,4.310,0.076,1.280E-4,2.541,-0.012,1.280E-4,4.902,0.013,1.280E-4,-0.967,0.024
1.300E-4,0.774,0.032,1.300E-4,-4.989,0.016,1.300E-4,-2.910,0.027,1.300E-4,-0.133,0.036,1.300E-4,-4.483,0.012,1.300E-4,4.848,0.055,1.300E-4,4.413,0.107,1.300E-4,-3.516,-0.051,1.300E-4,4.508,0.100,1.300E-4,-1.792,-0.039,1.300E-4,0.025,0.032,1.300E-4,4.934,0.111,1.300E-4,-3.715,-0.065,1.300E-4,-1.372,-0.007,1.300E-4,3.973,0.100,1.300E-4,-3.834,-0.086,1.300E-4,-0.734,0.028,1.300E-4,4.944,0.113,1.300E-4,2.263,-0.020,1.300E-4,4.878,0.015,1.300E-4,-0.910,0.028
1.320E-4,0.835,0.032,1.320E-4,-4.998,0.012,1.320E-4,-2.859,0.032,1.320E-4,-0.071,0.040,1.320E-4,-4.426,0.019,1.320E-4,4.764,0.049,1.320E-4,4.675,0.107,1.320E-4,-2.523,-0.028,1.320E-4,3.841,0.088,1.320E-4,-2.885,-0.060,1.320E-4,1.257,0.057,1.320E-4,4.966,0.105,1.320E-4,-2.793,-0.047,1.320E-4,-0.132,0.017,1.320E-4,3.111,0.077,1.320E-4,-4.199,-0.089,1.320E-4,-0.105,0.035,1.320E-4,3.741,0.111,1.320E-4,1.982,-0.027,1.320E-4,4.851,0.016,1.320E-4,-0.841,0.027
1.340E-4,0.891,0.028,1.340E-4,-4.992,0.012,1.340E-4,-2.810,0.030,1.340E-4,-0.008,0.038,1.340E-4,-4.367,0.019,1.340E-4,4.663,0.043,1.340E-4,4.861,0.104,1.340E-4,-1.377,-0.006,1.340E-4,2.932,0.061,1.340E-4,-3.808,-0.076,1.340E-4,2.420,0.080,1.340E-4,4.715,0.097,1.340E-4,-1.685,-0.018,1.340E-4,1.108,0.045,1.340E-4,2.044,0.046,1.340E-4,-4.503,-0.092,1.340E-4,0.519,0.046,1.340E-4,1.123,0.063,1.340E-4,1.697,-0.027,1.340E-4,4.819,0.012,1.340E-4,-0.785,0.026
1.360E-4,0.954,0.025,1.360E-4,-4.989,0.014,1.360E-4,-2.755,0.030,1.360E-4,0.055,0.033,1.360E-4,-4.303,0.021,1.360E-4,4.551,0.043,1.360E-4,4.967,0.099,1.360E-4,-0.131,0.022,1.360E-4,1.835,0.038,1.360E-4,-4.484,-0.088,1.360E-4,3.437,0.104,1.360E-4,4.167,0.083,1.360E-4,-0.457,0.011,1.360E-4,2.283,0.071,1.360E-4,0.837,0.016,1.360E-4,-4.732,-0.092,1.360E-4,1.134,0.050,1.360E-4,-1.946,-0.009,1.360E-4,1.394,-0.034,1.360E-4,4.783,0.011,1.360E-4,-0.723,0.024
1.380E-4,1.011,0.029,1.380E-4,-4.988,0.010,1.380E-4,-2.704,0.033,1.380E-4,0.119,0.034,1.380E-4,-4.243,0.021,1.380E-4,4.408,0.036,1.380E-4,4.996,0.093,1.380E-4,1.109,0.051,1.380E-4,0.615,0.011,1.380E-4,-4.882,-0.091,1.380E-4,4.237,0.116,1.380E-4,3.362,0.066,1.380E-4,0.785,0.038,1.380E-4,3.320,0.094,1.380E-4,-0.412,-0.011,1.380E-4,-4.889,-0.089,1.380E-4,1.737,0.060,1.380E-4,-4.243,-0.077,1.380E-4,1.091,-0.040,1.380E-4,4.746,0.007,1.380E-4,-0.665,0.023
1.400E-4,1.069,0.025,1.400E-4,-4.987,0.011,1.400E-4,-2.656,0.032,1.400E-4,0.185,0.034,1.400E-4,-4.180,0.019,1.400E-4,4.256,0.033,1.400E-4,4.946,0.087,1.400E-4,2.283,0.074,1.400E-4,-0.631,-0.016,1.400E-4,-4.959,-0.091,1.400E-4,4.763,0.116,1.400E-4,2.344,0.044,1.400E-4,1.985,0.066,1.400E-4,4.148,0.116,1.400E-4,-1.613,-0.037,1.400E-4,-4.968,-0.084,1.400E-4,2.311,0.072,1.400E-4,-4.917,-0.112,1.400E-4,0.781,-0.045,1.400E-4,4.706,0.006,1.400E-4,-0.600,0.023
